No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
21265,2015,8,4,0,10.0,12.0,2.0,19.0,100.0,58.0,20.8,993.7,14.7,0.0,4,0.9,0
21266,2015,8,4,1,7.0,7.0,2.0,17.0,100.0,57.0,20.7,993.1,13.9,0.0,3,1.2,0
21267,2015,8,4,2,5.0,6.0,5.0,19.0,200.0,57.0,20.7,992.9,13.9,0.0,6,1.9,0
21268,2015,8,4,3,9.0,16.0,4.0,17.0,200.0,61.0,21.0,992.6,13.4,0.0,3,1.7,0
21269,2015,8,4,4,9.0,9.0,6.0,15.0,200.0,64.0,21.3,992.5,13.5,0.0,7,1.6,0
21270,2015,8,4,5,8.0,11.0,5.0,17.0,200.0,61.0,21.3,992.6,13.5,0.0,3,1.7,0
21271,2015,8,4,6,7.0,13.0,7.0,17.0,200.0,58.0,21.5,992.7,13.7,0.0,6,2.1,0
21272,2015,8,4,7,13.0,22.0,11.0,24.0,300.0,51.0,23.4,992.9,14.4,0.0,3,1.6,0
21273,2015,8,4,8,15.0,32.0,12.0,25.0,600.0,48.0,25.3,992.9,15.0,0.0,5,1.7,0
21274,2015,8,4,9,16.0,30.0,21.0,21.0,800.0,54.0,27.8,992.8,15.8,0.0,1,1.9,0
21275,2015,8,4,10,15.0,27.0,18.0,17.0,400.0,65.0,29.1,993.1,16.3,0.0,10,1.2,0
21276,2015,8,4,11,15.0,39.0,13.0,24.0,400.0,76.0,30.3,992.8,17.0,0.0,11,1.7,0
21277,2015,8,4,12,16.0,44.0,9.0,28.0,400.0,97.0,31.4,992.2,16.6,0.0,12,1.5,0
21278,2015,8,4,13,15.0,31.0,6.0,19.0,300.0,132.0,32.4,991.8,17.8,0.0,11,2.3,0
21279,2015,8,4,14,12.0,27.0,4.0,23.0,400.0,150.0,33.0,991.2,16.8,0.0,10,1.7,0
21280,2015,8,4,15,25.0,29.0,2.0,25.0,400.0,196.0,34.1,990.4,15.1,0.0,9,2.4,0
21281,2015,8,4,16,23.0,41.0,2.0,15.0,300.0,201.0,34.0,990.1,15.5,0.0,10,2.5,0
21282,2015,8,4,17,24.0,56.0,2.0,16.0,400.0,186.0,33.3,990.6,17.5,0.0,10,2.9,0
21283,2015,8,4,18,19.0,38.0,2.0,21.0,300.0,167.0,32.2,990.5,15.7,0.0,10,3.1,0
21284,2015,8,4,19,24.0,90.0,2.0,27.0,400.0,164.0,31.1,991.0,19.4,0.0,10,2.5,0
21285,2015,8,4,20,22.0,62.0,2.0,30.0,500.0,147.0,29.7,992.2,19.7,0.0,4,1.3,0
21286,2015,8,4,21,35.0,96.0,3.0,33.0,600.0,126.0,28.0,993.5,20.3,0.0,3,1.6,0
21287,2015,8,4,22,35.0,51.0,2.0,29.0,500.0,108.0,28.1,993.6,19.6,0.0,0,1.1,0
21288,2015,8,4,23,32.0,49.0,2.0,32.0,500.0,94.0,26.0,993.2,19.9,0.0,5,0.7,0
21289,2015,8,5,0,28.0,28.0,2.0,20.0,400.0,104.0,25.4,993.1,18.6,0.0,6,0.8,0
21290,2015,8,5,1,20.0,20.0,2.0,14.0,200.0,88.0,24.4,993.2,17.4,0.0,4,1.0,0
21291,2015,8,5,2,14.0,14.0,2.0,16.0,200.0,69.0,24.1,993.0,15.8,0.0,3,0.9,0
21292,2015,8,5,3,16.0,19.0,2.0,19.0,200.0,63.0,23.4,992.8,16.0,0.0,5,0.8,0
21293,2015,8,5,4,11.0,24.0,2.0,21.0,200.0,49.0,23.6,992.9,16.1,0.0,0,0.8,0
21294,2015,8,5,5,17.0,26.0,2.0,20.0,200.0,62.0,22.5,993.2,17.0,0.0,3,1.4,0
21295,2015,8,5,6,16.0,32.0,2.0,27.0,300.0,55.0,22.6,993.4,16.6,0.0,6,1.4,0
21296,2015,8,5,7,20.0,35.0,2.0,33.0,300.0,46.0,23.3,994.0,16.8,0.0,3,1.0,0
21297,2015,8,5,8,24.0,58.0,3.0,61.0,400.0,21.0,24.7,994.4,17.7,0.0,8,0.3,0
21298,2015,8,5,9,29.0,57.0,3.0,56.0,500.0,34.0,26.7,994.4,18.3,0.0,13,1.3,0
21299,2015,8,5,10,29.0,64.0,4.0,53.0,500.0,58.0,28.4,994.4,17.9,0.0,2,1.1,0
21300,2015,8,5,11,32.0,68.0,4.0,29.0,400.0,111.0,29.9,994.0,19.0,0.0,2,1.5,0
21301,2015,8,5,12,37.0,73.0,3.0,14.0,400.0,161.0,30.4,993.9,19.4,0.0,0,2.3,0
21302,2015,8,5,13,46.0,72.0,7.0,36.0,800.0,46.0,30.5,993.9,21.9,0.0,11,1.7,0
21303,2015,8,5,14,46.0,72.0,7.0,36.0,800.0,46.0,30.3,993.3,22.2,0.0,2,1.5,0
21304,2015,8,5,15,46.0,72.0,7.0,36.0,800.0,46.0,30.6,992.7,22.5,0.0,2,2.0,0
21305,2015,8,5,16,46.0,72.0,7.0,36.0,800.0,46.0,31.2,992.0,22.8,0.0,0,2.2,0
21306,2015,8,5,17,123.0,123.0,2.0,22.0,1300.0,273.0,30.9,992.1,22.5,0.0,2,1.9,0
21307,2015,8,5,18,93.0,93.0,2.0,26.0,1200.0,191.0,30.4,992.3,20.6,0.0,8,1.5,0
21308,2015,8,5,19,64.0,64.0,3.0,28.0,1000.0,150.0,29.7,993.1,20.8,0.0,8,1.7,0
21309,2015,8,5,20,70.0,83.0,6.0,37.0,1000.0,129.0,29.1,994.3,21.1,0.0,14,1.2,0
21310,2015,8,5,21,69.0,80.0,4.0,35.0,900.0,113.0,21.3,996.7,16.9,11.5,7,5.5,0
21311,2015,8,5,22,12.0,31.0,2.0,9.0,300.0,121.0,20.3,996.0,18.4,6.6,14,2.6,0
21312,2015,8,5,23,8.0,19.0,2.0,15.0,300.0,92.0,21.1,997.5,18.5,0.1,1,2.4,0
21313,2015,8,6,0,20.0,20.0,2.0,12.0,300.0,82.0,20.5,997.2,18.4,0.0,7,1.7,0
21314,2015,8,6,1,21.0,30.0,2.0,57.0,400.0,35.0,20.3,997.0,18.6,0.0,7,1.5,0
21315,2015,8,6,2,23.0,23.0,2.0,41.0,300.0,42.0,20.2,996.4,17.8,0.0,3,0.9,0
21316,2015,8,6,3,22.0,22.0,2.0,29.0,300.0,40.0,19.8,996.3,17.9,0.0,6,1.7,0
21317,2015,8,6,4,21.0,22.0,2.0,38.0,300.0,25.0,20.3,996.1,17.9,0.0,4,0.4,0
21318,2015,8,6,5,16.0,24.0,2.0,45.0,300.0,18.0,21.0,996.8,17.6,0.0,0,1.5,0
21319,2015,8,6,6,19.0,22.0,2.0,13.0,300.0,43.0,20.8,997.3,18.2,0.0,6,0.8,0
21320,2015,8,6,7,27.0,47.0,2.0,13.0,300.0,38.0,21.2,997.9,18.2,0.0,14,0.8,0
21321,2015,8,6,8,26.0,26.0,2.0,48.0,600.0,13.0,22.4,998.2,18.8,0.0,15,0.7,0
21322,2015,8,6,9,28.0,44.0,2.0,55.0,1100.0,18.0,23.5,998.5,18.8,0.0,11,1.1,0
21323,2015,8,6,10,31.0,37.0,2.0,52.0,900.0,27.0,24.9,998.8,19.0,0.0,13,1.2,0
21324,2015,8,6,11,26.0,40.0,2.0,36.0,500.0,46.0,27.0,998.6,19.1,0.0,6,1.2,0
21325,2015,8,6,12,21.0,40.0,2.0,24.0,300.0,72.0,28.1,998.3,18.8,0.0,2,2.6,0
21326,2015,8,6,13,20.0,20.0,2.0,5.0,200.0,125.0,29.1,998.3,18.5,0.0,9,2.5,0
21327,2015,8,6,14,38.0,67.0,2.0,6.0,400.0,148.0,29.5,998.2,19.5,0.0,2,2.4,0
21328,2015,8,6,15,62.0,98.0,2.0,8.0,800.0,166.0,28.9,998.1,19.8,0.0,11,1.1,0
21329,2015,8,6,16,71.0,83.0,2.0,10.0,600.0,182.0,28.9,997.5,20.1,0.0,1,1.5,0
21330,2015,8,6,17,73.0,95.0,2.0,13.0,600.0,178.0,28.8,997.5,20.3,0.0,1,1.2,0
21331,2015,8,6,18,82.0,115.0,2.0,17.0,1000.0,162.0,28.4,997.6,21.2,0.0,6,1.7,0
21332,2015,8,6,19,73.0,77.0,2.0,18.0,700.0,156.0,27.8,998.3,21.3,0.0,3,1.1,0
21333,2015,8,6,20,76.0,95.0,2.0,22.0,700.0,126.0,26.9,999.1,21.4,0.0,3,1.8,0
21334,2015,8,6,21,81.0,98.0,2.0,18.0,700.0,106.0,26.4,1000.2,21.6,0.0,13,1.0,0
21335,2015,8,6,22,97.0,107.0,2.0,33.0,800.0,89.0,25.9,1000.4,21.8,0.0,6,1.3,0
21336,2015,8,6,23,93.0,109.0,2.0,110.0,900.0,9.0,24.8,1000.9,21.7,0.0,5,0.8,0
21337,2015,8,7,0,97.0,97.0,2.0,19.0,700.0,83.0,25.2,1001.1,21.9,0.0,0,1.0,0
21338,2015,8,7,1,106.0,114.0,2.0,21.0,800.0,68.0,25.7,1001.4,21.8,0.0,0,2.8,0
21339,2015,8,7,2,94.0,94.0,2.0,20.0,600.0,62.0,25.3,1001.5,21.6,0.0,0,2.4,0
21340,2015,8,7,3,99.0,99.0,2.0,16.0,700.0,61.0,24.8,1001.8,21.9,0.0,0,1.3,0
21341,2015,8,7,4,110.0,110.0,2.0,15.0,700.0,51.0,24.7,1002.0,22.0,0.0,0,2.3,0
21342,2015,8,7,5,106.0,106.0,2.0,13.0,600.0,53.0,24.5,1002.3,22.0,0.0,2,1.1,0
21343,2015,8,7,6,94.0,94.0,2.0,11.0,600.0,53.0,24.5,1002.9,22.0,0.0,2,1.2,0
21344,2015,8,7,7,90.0,90.0,2.0,15.0,600.0,49.0,24.5,1003.4,22.0,0.0,9,1.8,0
21345,2015,8,7,8,90.0,90.0,2.0,21.0,500.0,42.0,24.7,1003.8,22.2,0.0,2,1.2,0
21346,2015,8,7,9,94.0,94.0,2.0,22.0,600.0,47.0,26.2,1003.7,22.5,0.0,2,1.1,0
21347,2015,8,7,10,113.0,113.0,2.0,21.0,900.0,68.0,26.9,1004.0,22.1,0.0,9,1.8,0
21348,2015,8,7,11,131.0,131.0,2.0,19.0,1000.0,91.0,27.7,1004.0,22.4,0.0,2,1.6,0
21349,2015,8,7,12,134.0,134.0,2.0,18.0,1100.0,121.0,28.8,1003.8,22.8,0.0,2,2.2,0
21350,2015,8,7,13,130.0,130.0,2.0,16.0,1000.0,169.0,29.8,1002.9,22.3,0.0,10,1.6,0
21351,2015,8,7,14,129.0,129.0,2.0,14.0,1000.0,207.0,30.5,1002.3,22.4,0.0,10,1.6,0
21352,2015,8,7,15,126.0,126.0,2.0,13.0,900.0,225.0,30.5,1001.7,22.1,0.0,10,2.1,0
21353,2015,8,7,16,118.0,121.0,2.0,14.0,900.0,224.0,30.5,1002.1,22.4,0.0,2,2.0,0
21354,2015,8,7,17,116.0,116.0,2.0,13.0,800.0,210.0,30.3,1002.1,22.5,0.0,0,1.9,0
21355,2015,8,7,18,110.0,110.0,2.0,16.0,800.0,180.0,25.7,1002.2,18.1,0.0,2,5.1,0
21356,2015,8,7,19,34.0,34.0,2.0,7.0,300.0,143.0,20.2,1004.6,20.2,26.5,1,3.5,0
21357,2015,8,7,20,20.0,20.0,2.0,16.0,300.0,119.0,20.6,1005.8,20.6,2.1,12,2.0,0
21358,2015,8,7,21,19.0,27.0,2.0,30.0,400.0,88.0,20.9,1006.6,18.8,0.0,13,1.2,0
21359,2015,8,7,22,28.0,68.0,2.0,31.0,400.0,74.0,20.2,1006.3,18.7,0.0,3,1.8,0
21360,2015,8,7,23,24.0,35.0,2.0,12.0,300.0,90.0,20.2,1005.9,18.5,0.0,7,1.8,0
21361,2015,8,8,0,27.0,27.0,2.0,32.0,400.0,51.0,20.3,1005.5,18.8,0.0,3,1.5,0
21362,2015,8,8,1,22.0,22.0,2.0,52.0,400.0,26.0,20.0,1005.2,18.0,0.0,2,0.5,0
21363,2015,8,8,2,22.0,22.0,2.0,17.0,300.0,43.0,20.1,1005.2,18.0,0.0,4,1.2,0
21364,2015,8,8,3,23.0,23.0,2.0,9.0,300.0,48.0,19.2,1005.1,17.0,0.0,6,1.4,0
21365,2015,8,8,4,21.0,21.0,2.0,7.0,300.0,52.0,18.9,1005.0,16.7,0.0,7,1.2,0
21366,2015,8,8,5,22.0,27.0,2.0,52.0,400.0,12.0,18.9,1004.9,16.5,0.0,7,0.8,0
21367,2015,8,8,6,22.0,22.0,2.0,45.0,300.0,17.0,19.3,1005.0,16.7,0.0,3,1.3,0
21368,2015,8,8,7,23.0,41.0,2.0,30.0,300.0,19.0,21.4,1005.0,17.4,0.0,1,0.8,0
21369,2015,8,8,8,17.0,17.0,2.0,23.0,300.0,38.0,23.9,1005.3,17.6,0.0,1,1.1,0
21370,2015,8,8,9,23.0,28.0,2.0,19.0,300.0,51.0,24.9,1005.3,17.9,0.0,1,1.0,0
21371,2015,8,8,10,25.0,43.0,2.0,17.0,300.0,62.0,26.8,1005.3,18.9,0.0,12,1.0,0
21372,2015,8,8,11,22.0,30.0,2.0,16.0,300.0,80.0,27.5,1004.9,19.0,0.0,11,1.3,0
21373,2015,8,8,12,31.0,48.0,2.0,21.0,400.0,96.0,28.1,1004.6,20.1,0.0,8,2.3,0
21374,2015,8,8,13,35.0,41.0,2.0,28.0,400.0,102.0,28.7,1004.4,19.1,0.0,8,2.1,0
21375,2015,8,8,14,39.0,39.0,2.0,18.0,400.0,135.0,29.1,1003.4,18.2,0.0,11,2.0,0
21376,2015,8,8,15,37.0,37.0,2.0,14.0,400.0,150.0,29.8,1002.6,18.6,0.0,1,0.6,0
21377,2015,8,8,16,34.0,53.0,2.0,13.0,400.0,168.0,30.9,1002.1,18.6,0.0,6,0.9,0
21378,2015,8,8,17,46.0,72.0,7.0,36.0,800.0,46.0,30.2,1001.9,19.3,0.0,4,1.7,0
21379,2015,8,8,18,35.0,55.0,2.0,16.0,400.0,171.0,30.0,1001.9,19.7,0.0,0,1.0,0
21380,2015,8,8,19,34.0,64.0,2.0,21.0,500.0,156.0,28.8,1002.1,20.0,0.0,2,0.3,0
21381,2015,8,8,20,42.0,54.0,2.0,25.0,500.0,139.0,26.8,1002.3,20.9,0.0,1,0.5,0
21382,2015,8,8,21,46.0,63.0,2.0,22.0,500.0,86.0,26.4,1003.1,20.3,0.0,3,1.2,0
21383,2015,8,8,22,34.0,40.0,2.0,16.0,500.0,91.0,25.0,1003.0,20.7,0.0,3,1.0,0
21384,2015,8,8,23,40.0,45.0,2.0,14.0,400.0,88.0,24.2,1003.0,20.3,0.0,6,1.2,0
21385,2015,8,9,0,44.0,47.0,2.0,13.0,400.0,86.0,23.9,1003.2,20.0,0.0,6,1.4,0
21386,2015,8,9,1,39.0,39.0,2.0,11.0,400.0,79.0,23.2,1003.0,20.0,0.0,3,1.1,0
21387,2015,8,9,2,39.0,42.0,2.0,11.0,400.0,74.0,22.9,1002.9,20.1,0.0,7,1.1,0
21388,2015,8,9,3,43.0,43.0,2.0,9.0,400.0,70.0,22.2,1002.8,20.1,0.0,6,1.7,0
21389,2015,8,9,4,43.0,43.0,2.0,20.0,400.0,42.0,22.1,1002.0,19.6,0.0,14,1.1,0
21390,2015,8,9,5,40.0,40.0,2.0,30.0,400.0,41.0,22.3,1001.9,19.7,0.0,1,0.7,0
21391,2015,8,9,6,37.0,47.0,2.0,49.0,600.0,28.0,22.3,1002.0,20.0,0.0,2,0.9,0
21392,2015,8,9,7,43.0,43.0,2.0,51.0,600.0,21.0,24.7,1002.2,18.9,0.0,2,0.3,0
21393,2015,8,9,8,29.0,39.0,3.0,30.0,400.0,41.0,27.4,1002.0,18.9,0.0,1,0.5,0
21394,2015,8,9,9,33.0,73.0,8.0,33.0,500.0,49.0,29.4,1002.5,19.7,0.0,0,1.6,0
21395,2015,8,9,10,47.0,88.0,4.0,34.0,500.0,67.0,28.6,1002.8,20.9,0.0,10,1.9,0
21396,2015,8,9,11,47.0,68.0,5.0,25.0,500.0,101.0,29.7,1002.7,20.3,0.0,8,1.8,0
21397,2015,8,9,12,46.0,73.0,6.0,21.0,500.0,142.0,30.8,1002.4,19.8,0.0,11,1.7,0
21398,2015,8,9,13,50.0,59.0,6.0,18.0,500.0,182.0,32.1,1002.0,19.7,0.0,12,1.9,0
21399,2015,8,9,14,48.0,145.0,6.0,16.0,600.0,213.0,33.1,1001.3,19.9,0.0,12,1.7,0
21400,2015,8,9,15,47.0,71.0,6.0,16.0,600.0,231.0,33.5,1000.5,21.0,0.0,11,2.2,0
21401,2015,8,9,16,41.0,58.0,4.0,14.0,500.0,252.0,33.9,1000.2,19.2,0.0,11,1.6,0
21402,2015,8,9,17,45.0,63.0,3.0,15.0,500.0,252.0,34.1,999.8,19.0,0.0,11,1.6,0
21403,2015,8,9,18,39.0,52.0,3.0,15.0,500.0,210.0,33.0,999.5,19.8,0.0,11,1.5,0
21404,2015,8,9,19,38.0,78.0,2.0,15.0,500.0,177.0,31.5,1000.1,20.1,0.0,6,0.7,0
21405,2015,8,9,20,50.0,78.0,2.0,30.0,600.0,161.0,29.1,1000.6,21.1,0.0,5,1.5,0
21406,2015,8,9,21,52.0,85.0,2.0,21.0,600.0,157.0,28.2,1001.0,20.5,0.0,5,1.2,0
21407,2015,8,9,22,49.0,55.0,2.0,17.0,600.0,159.0,27.2,1001.2,20.3,0.0,7,1.1,0
21408,2015,8,9,23,47.0,58.0,2.0,15.0,500.0,153.0,26.1,1001.5,20.4,0.0,3,2.3,0
21409,2015,8,10,0,47.0,59.0,2.0,13.0,500.0,146.0,25.6,1001.4,20.2,0.0,6,1.6,0
21410,2015,8,10,1,49.0,58.0,2.0,18.0,500.0,130.0,25.2,1001.3,20.2,0.0,14,1.0,0
21411,2015,8,10,2,46.0,62.0,2.0,47.0,500.0,89.0,24.4,1001.2,19.9,0.0,6,1.2,0
21412,2015,8,10,3,49.0,50.0,2.0,18.0,500.0,115.0,24.2,1001.2,19.7,0.0,7,1.4,0
21413,2015,8,10,4,47.0,50.0,2.0,13.0,500.0,112.0,23.5,1001.3,19.2,0.0,14,0.8,0
21414,2015,8,10,5,41.0,41.0,2.0,10.0,400.0,111.0,23.1,1001.5,18.2,0.0,6,1.0,0
21415,2015,8,10,6,33.0,39.0,2.0,22.0,400.0,81.0,22.6,1001.9,18.2,0.0,6,0.6,0
21416,2015,8,10,7,37.0,67.0,2.0,53.0,600.0,44.0,25.0,1002.1,18.4,0.0,7,0.7,0
21417,2015,8,10,8,36.0,36.0,2.0,36.0,400.0,58.0,28.3,1002.4,17.2,0.0,0,0.7,0
21418,2015,8,10,9,26.0,26.0,2.0,25.0,400.0,75.0,29.5,1002.4,18.3,0.0,6,1.0,0
21419,2015,8,10,10,38.0,78.0,2.0,25.0,400.0,98.0,31.4,1002.4,18.7,0.0,1,1.3,0
21420,2015,8,10,11,32.0,34.0,2.0,16.0,400.0,126.0,32.5,1001.9,18.7,0.0,6,1.5,0
21421,2015,8,10,12,46.0,8.0,2.0,6.0,300.0,138.0,33.5,1001.2,18.0,0.0,10,1.4,0
21422,2015,8,10,13,46.0,72.0,7.0,5.0,200.0,119.0,34.1,1000.4,17.8,0.0,9,2.3,0
21423,2015,8,10,14,12.0,73.0,2.0,2.0,200.0,127.0,34.7,999.6,17.4,0.0,10,2.3,0
21424,2015,8,10,15,16.0,42.0,2.0,5.0,200.0,133.0,34.8,999.0,17.1,0.0,10,2.2,0
21425,2015,8,10,16,16.0,35.0,2.0,7.0,200.0,136.0,34.9,998.8,15.3,0.0,2,2.0,0
21426,2015,8,10,17,15.0,31.0,2.0,7.0,200.0,135.0,34.9,998.5,15.8,0.0,0,1.5,0
21427,2015,8,10,18,12.0,91.0,2.0,10.0,200.0,141.0,34.3,998.7,15.7,0.0,11,1.2,0
21428,2015,8,10,19,14.0,35.0,2.0,14.0,300.0,123.0,32.6,999.0,17.2,0.0,5,1.1,0
21429,2015,8,10,20,21.0,45.0,2.0,27.0,400.0,96.0,29.5,999.4,18.6,0.0,6,0.9,0
21430,2015,8,10,21,19.0,45.0,2.0,17.0,300.0,84.0,27.9,1000.1,18.3,0.0,6,1.6,0
21431,2015,8,10,22,18.0,37.0,2.0,17.0,300.0,82.0,26.8,1000.5,18.1,0.0,5,1.0,0
21432,2015,8,10,23,33.0,105.0,2.0,24.0,600.0,90.0,27.7,1000.8,21.3,0.0,4,1.3,0
21433,2015,8,11,0,86.0,138.0,2.0,20.0,1000.0,114.0,26.2,1001.1,19.3,0.0,4,0.9,0
21434,2015,8,11,1,49.0,67.0,2.0,12.0,500.0,87.0,25.7,1000.9,19.6,0.0,7,1.2,0
21435,2015,8,11,2,45.0,72.0,2.0,15.0,600.0,73.0,25.4,1001.1,20.2,0.0,5,0.8,0
21436,2015,8,11,3,51.0,72.0,2.0,19.0,600.0,73.0,25.2,1001.0,20.0,0.0,7,1.2,0
21437,2015,8,11,4,61.0,79.0,2.0,21.0,800.0,57.0,24.0,1000.7,20.3,0.0,7,1.0,0
21438,2015,8,11,5,55.0,82.0,2.0,29.0,700.0,47.0,23.8,1001.0,20.7,0.0,7,0.7,0
21439,2015,8,11,6,65.0,96.0,2.0,56.0,900.0,24.0,23.8,1001.4,20.9,0.0,3,0.8,0
21440,2015,8,11,7,79.0,105.0,2.0,34.0,1100.0,38.0,24.5,1001.6,21.2,0.0,6,1.2,0
21441,2015,8,11,8,105.0,122.0,2.0,28.0,1100.0,54.0,25.5,1001.7,21.4,0.0,6,1.0,0
21442,2015,8,11,9,105.0,128.0,2.0,26.0,1100.0,76.0,27.6,1001.4,21.6,0.0,12,0.8,0
21443,2015,8,11,10,114.0,132.0,4.0,13.0,1200.0,128.0,29.1,1001.2,22.1,0.0,14,1.5,0
21444,2015,8,11,11,108.0,132.0,2.0,13.0,1300.0,157.0,30.4,1000.7,22.6,0.0,10,2.1,0
21445,2015,8,11,12,100.0,128.0,2.0,10.0,1200.0,178.0,31.6,1000.2,22.6,0.0,10,2.4,0
21446,2015,8,11,13,93.0,110.0,2.0,8.0,1200.0,209.0,32.7,999.6,21.9,0.0,10,1.9,0
21447,2015,8,11,14,67.0,80.0,2.0,7.0,900.0,232.0,33.2,998.7,20.7,0.0,10,2.1,0
21448,2015,8,11,15,57.0,72.0,3.0,7.0,800.0,242.0,33.9,998.1,19.2,0.0,11,2.3,0
21449,2015,8,11,16,48.0,61.0,3.0,9.0,700.0,229.0,34.4,997.7,19.2,0.0,11,1.9,0
21450,2015,8,11,17,55.0,92.0,3.0,15.0,900.0,272.0,34.0,997.3,19.7,0.0,8,1.6,0
21451,2015,8,11,18,47.0,68.0,3.0,17.0,800.0,236.0,33.3,997.4,18.3,0.0,8,2.0,0
21452,2015,8,11,19,45.0,70.0,2.0,24.0,800.0,179.0,32.1,997.6,18.7,0.0,8,2.0,0
21453,2015,8,11,20,57.0,101.0,2.0,45.0,900.0,140.0,30.2,998.1,20.7,0.0,3,1.4,0
21454,2015,8,11,21,58.0,106.0,2.0,39.0,900.0,114.0,28.9,998.6,20.4,0.0,4,1.0,0
21455,2015,8,11,22,55.0,85.0,2.0,21.0,800.0,138.0,27.9,998.6,19.9,0.0,3,0.9,0
21456,2015,8,11,23,59.0,76.0,2.0,16.0,800.0,135.0,26.1,998.7,20.0,0.0,6,1.3,0
21457,2015,8,12,0,58.0,80.0,2.0,15.0,800.0,122.0,26.2,998.9,19.8,0.0,6,1.1,0
21458,2015,8,12,1,60.0,81.0,2.0,12.0,800.0,125.0,25.3,999.0,19.9,0.0,6,1.7,0
21459,2015,8,12,2,61.0,80.0,2.0,13.0,800.0,113.0,24.8,998.8,19.8,0.0,3,1.3,0
21460,2015,8,12,3,64.0,81.0,2.0,13.0,800.0,104.0,24.2,998.6,19.9,0.0,6,1.1,0
21461,2015,8,12,4,64.0,82.0,2.0,20.0,800.0,92.0,23.9,998.6,20.2,0.0,6,1.1,0
21462,2015,8,12,5,72.0,83.0,2.0,27.0,800.0,78.0,23.7,998.4,20.0,0.0,3,1.0,0
21463,2015,8,12,6,73.0,81.0,2.0,18.0,800.0,94.0,23.3,998.9,20.1,0.0,13,0.7,0
21464,2015,8,12,7,63.0,86.0,2.0,43.0,800.0,62.0,24.4,999.1,20.3,0.0,3,1.3,0
21465,2015,8,12,8,68.0,88.0,2.0,50.0,800.0,66.0,27.3,998.9,19.9,0.0,12,0.9,0
21466,2015,8,12,9,53.0,72.0,4.0,33.0,700.0,85.0,29.3,998.7,20.5,0.0,11,1.2,0
21467,2015,8,12,10,54.0,85.0,5.0,37.0,700.0,100.0,31.0,998.4,20.0,0.0,7,0.9,0
21468,2015,8,12,11,49.0,87.0,7.0,33.0,700.0,122.0,32.3,998.1,20.2,0.0,15,1.6,0
21469,2015,8,12,12,53.0,75.0,7.0,26.0,700.0,148.0,33.6,997.6,20.0,0.0,8,2.2,0
21470,2015,8,12,13,40.0,63.0,4.0,15.0,500.0,182.0,34.4,996.8,20.4,0.0,10,2.0,0
21471,2015,8,12,14,48.0,81.0,3.0,16.0,700.0,252.0,35.5,996.0,20.2,0.0,15,1.6,0
21472,2015,8,12,15,49.0,88.0,2.0,16.0,700.0,282.0,36.1,995.2,20.0,0.0,2,2.0,0
21473,2015,8,12,16,41.0,74.0,2.0,10.0,600.0,236.0,36.3,994.8,20.1,0.0,8,1.7,0
21474,2015,8,12,17,41.0,81.0,2.0,9.0,600.0,210.0,35.7,994.5,20.4,0.0,10,2.2,0
21475,2015,8,12,18,68.0,129.0,3.0,16.0,900.0,212.0,34.2,994.4,20.9,0.0,10,2.8,0
21476,2015,8,12,19,72.0,128.0,4.0,25.0,700.0,178.0,33.4,995.0,19.5,0.0,2,2.0,0
21477,2015,8,12,20,62.0,114.0,3.0,30.0,600.0,144.0,32.0,995.4,19.6,0.0,1,1.5,0
21478,2015,8,12,21,71.0,135.0,4.0,32.0,700.0,144.0,30.6,996.1,20.5,0.0,4,1.0,0
21479,2015,8,12,22,73.0,127.0,3.0,26.0,700.0,133.0,29.2,996.4,20.4,0.0,5,1.1,0
21480,2015,8,12,23,63.0,91.0,2.0,14.0,600.0,127.0,28.5,996.4,19.7,0.0,5,1.3,0
21481,2015,8,13,0,66.0,97.0,2.0,12.0,600.0,124.0,28.1,996.5,20.1,0.0,3,1.2,0
21482,2015,8,13,1,66.0,98.0,2.0,13.0,600.0,111.0,26.8,996.6,20.4,0.0,7,0.7,0
21483,2015,8,13,2,74.0,108.0,2.0,16.0,600.0,98.0,26.3,996.6,20.8,0.0,14,0.8,0
21484,2015,8,13,3,82.0,116.0,2.0,15.0,700.0,99.0,25.8,996.4,21.0,0.0,3,0.9,0
21485,2015,8,13,4,83.0,115.0,2.0,16.0,700.0,79.0,25.7,996.4,21.1,0.0,4,0.7,0
21486,2015,8,13,5,96.0,119.0,2.0,24.0,700.0,73.0,25.1,996.6,21.0,0.0,4,0.7,0
21487,2015,8,13,6,104.0,126.0,2.0,21.0,800.0,69.0,24.4,997.1,21.1,0.0,14,0.6,0
21488,2015,8,13,7,105.0,127.0,2.0,27.0,800.0,60.0,25.2,997.2,21.5,0.0,6,1.1,0
21489,2015,8,13,8,108.0,147.0,2.0,49.0,900.0,50.0,26.8,997.1,21.6,0.0,7,0.9,0
21490,2015,8,13,9,121.0,168.0,2.0,67.0,1000.0,45.0,28.2,996.6,22.2,0.0,12,1.0,0
21491,2015,8,13,10,127.0,177.0,4.0,65.0,1000.0,62.0,29.4,996.2,22.1,0.0,11,1.6,0
21492,2015,8,13,11,125.0,164.0,5.0,39.0,900.0,126.0,30.5,995.7,22.7,0.0,12,2.1,0
21493,2015,8,13,12,120.0,147.0,5.0,14.0,900.0,187.0,31.7,995.1,22.7,0.0,8,1.7,0
21494,2015,8,13,13,107.0,141.0,2.0,10.0,900.0,205.0,32.5,994.6,22.6,0.0,10,2.5,0
